amount,balance,currency,hour,description,recentTxCount,isFraud
264.03,4965.0,RON,20,payment,1,0
0.11,4696.98,USD,12,transfer,1,0
337.6,4593.72,RON,9,subscription,5,0
129.84,2586.36,RON,6,shopping,1,0
83.64,6164.6,RON,7,payment,6,0
3560.46,2181.66,EUR,3,crypto,9,1
314.83,5760.2,RON,6,bills,0,0
43.23,5537.42,EUR,19,bills,1,0
220.09,5048.49,RON,12,transfer,2,0
335.05,6021.57,USD,20,payment,1,0
365.31,4048.11,RON,6,subscription,1,0
618.26,5883.95,RON,15,shopping,0,0
262.69,5126.71,RON,6,payment,3,0
130.37,7581.65,EUR,8,transfer,0,0
111.75,8225.64,EUR,11,shopping,2,0
24.91,4745.59,RON,21,transfer,3,0
175.28,3565.46,RON,9,shopping,2,0
187.4,4773.83,USD,21,shopping,1,0
572.89,6260.33,RON,10,subscription,2,0
240.13,4749.4,USD,15,payment,6,0
13.73,4187.95,EUR,17,shopping,1,0
234.0,5962.62,RON,18,subscription,0,0
271.46,5947.84,RON,15,transfer,3,0
243.22,4051.15,RON,15,transfer,2,0
193.7,3406.84,EUR,10,bills,3,0
254.57,5341.77,EUR,11,payment,2,0
183.23,6792.95,RON,20,payment,4,0
12.83,5603.55,RON,10,shopping,0,0
414.94,3981.79,RON,12,shopping,1,0
37.66,4552.28,RON,20,shopping,2,0
233.09,3763.94,EUR,9,payment,2,0
968.26,1021.08,EUR,7,transfer,1,0
135.25,4773.14,EUR,8,bills,3,0
507.8,5621.15,EUR,13,transfer,2,0
125.14,4156.63,USD,7,payment,4,0
5874.82,2314.3,EUR,1,unknown,11,1
368.27,6264.43,RON,6,subscription,3,0
143.52,4187.92,RON,13,payment,4,0
181.01,3537.12,RON,13,bills,1,0
304.52,5742.31,RON,20,shopping,2,0
328.94,5956.25,USD,20,transfer,4,0
228.35,6313.86,EUR,20,payment,0,0
244.2,4472.6,RON,15,subscription,2,0
256.78,2256.07,RON,8,subscription,4,0
227.69,3903.2,EUR,12,payment,3,0
68.03,4146.54,RON,13,bills,0,0
654.34,2644.98,RON,20,subscription,0,0
163.15,4610.8,RON,17,shopping,1,0
109.91,4942.31,RON,8,shopping,3,0
527.87,3401.2,RON,12,subscription,1,0
77.15,2526.75,RON,8,subscription,1,0
240.34,4450.18,RON,8,subscription,2,0
21.55,4926.33,EUR,17,transfer,2,0
174.83,5315.36,RON,17,shopping,2,0
297.09,6506.76,RON,10,transfer,2,0
5116.74,1767.22,USD,4,lottery,10,1
415.04,5876.62,RON,20,transfer,1,0
72.68,5400.0,RON,19,bills,0,0
207.39,2053.66,RON,20,shopping,3,0
82.74,3941.07,RON,16,payment,4,0
135.7,3667.96,RON,13,bills,3,0
38.22,4961.15,RON,14,subscription,2,0
300.22,3458.83,RON,17,subscription,2,0
27.97,5727.25,RON,11,bills,2,0
267.53,2964.28,RON,19,shopping,1,0
844.32,5623.3,RON,14,subscription,2,0
156.48,6740.5,RON,18,transfer,5,0
62.21,3528.86,RON,15,payment,1,0
358.97,5579.04,RON,15,transfer,2,0
21.45,5294.9,RON,10,payment,1,0
54.81,3007.85,RON,10,shopping,1,0
349.74,4584.42,RON,15,payment,3,0
46.33,3803.89,USD,11,transfer,2,0
57.17,4206.25,RON,14,subscription,2,0
281.42,7264.4,RON,12,payment,5,0
9.26,6446.5,RON,13,shopping,0,0
496.48,4508.55,EUR,12,subscription,2,0
477.72,5888.26,RON,7,shopping,1,0
174.36,3567.05,RON,13,bills,1,0
5653.68,1135.97,USD,0,bonus,6,1
233.16,2336.63,RON,18,payment,1,0
362.41,5698.62,RON,9,transfer,2,0
20.5,2549.46,RON,17,shopping,3,0
247.77,4551.78,RON,18,payment,3,0
66.15,6286.82,RON,7,bills,1,0
323.5,5156.78,EUR,12,transfer,2,0
142.27,5511.39,RON,12,shopping,0,0
55.35,6895.51,RON,9,payment,1,0
151.66,3165.74,USD,16,subscription,2,0
273.09,5402.46,RON,15,shopping,1,0
83.07,4935.25,RON,10,transfer,3,0
33.27,3127.79,RON,21,shopping,2,0
4382.77,2208.5,EUR,2,lottery,6,1
692.77,1924.27,RON,7,bills,3,0
157.13,6202.6,RON,15,subscription,2,0
5.99,4633.82,RON,7,subscription,1,0
6.48,6373.75,RON,8,shopping,0,0
14.78,5308.27,RON,13,bills,4,0
84.77,5404.49,RON,10,bills,0,0
110.61,5443.42,EUR,20,bills,3,0
126.6,3894.8,RON,8,transfer,1,0
299.44,2243.93,RON,17,subscription,1,0
150.21,4146.44,RON,18,payment,2,0
144.44,3903.19,USD,15,subscription,2,0
301.71,6903.49,EUR,6,subscription,2,0
652.82,5883.88,RON,6,shopping,0,0
879.97,5861.97,EUR,16,bills,1,0
47.08,6298.74,RON,7,bills,2,0
431.95,5720.81,RON,12,shopping,3,0
51.59,6454.52,EUR,12,bills,1,0
24.38,3626.3,RON,16,shopping,0,0
104.48,3665.12,EUR,14,bills,0,0
294.93,6771.0,EUR,12,payment,4,0
364.84,3873.94,EUR,17,bills,1,0
420.92,2253.0,USD,11,subscription,2,0
82.39,6356.55,USD,6,payment,1,0
210.57,4557.36,RON,7,payment,2,0
285.67,3441.23,EUR,9,bills,1,0
40.99,6793.24,RON,8,bills,3,0
276.06,3930.17,RON,7,transfer,3,0
5.92,3916.2,USD,18,shopping,2,0
369.29,1757.31,RON,6,transfer,0,0
235.9,5432.46,RON,18,bills,1,0
245.59,4061.3,USD,11,subscription,0,0
212.54,5218.26,RON,8,transfer,6,0
434.57,6294.08,RON,19,transfer,2,0
10.95,2419.99,USD,6,shopping,0,0
38.39,1300.43,RON,10,subscription,0,0
304.94,6496.58,EUR,13,bills,4,0
140.32,5617.74,RON,7,transfer,1,0
471.04,6115.2,RON,17,transfer,1,0
83.51,4047.11,USD,18,subscription,5,0
37.93,6777.53,RON,6,bills,2,0
105.48,6711.45,EUR,8,subscription,3,0
4572.01,1052.45,EUR,2,crypto,9,1
17.73,5684.99,RON,16,shopping,1,0
217.71,6877.21,RON,7,transfer,0,0
261.22,7360.18,EUR,20,subscription,1,0
543.77,5224.88,USD,9,shopping,0,0
571.2,4671.73,RON,18,transfer,0,0
59.59,3992.05,RON,13,shopping,3,0
50.97,3986.67,USD,6,payment,2,0
58.79,6566.45,EUR,15,shopping,5,0
85.04,4935.92,EUR,20,payment,1,0
6.03,6775.51,RON,11,bills,3,0
22.65,4265.53,RON,18,payment,2,0
447.39,4822.23,RON,20,transfer,3,0
516.62,5666.52,RON,13,subscription,3,0
27.2,7599.47,EUR,21,bills,1,0
81.16,4591.78,EUR,19,payment,2,0
330.29,6069.96,RON,13,shopping,1,0
705.78,7202.72,RON,14,subscription,0,0
314.31,8738.12,USD,12,transfer,1,0
450.0,7004.3,RON,13,payment,0,0
387.46,3102.97,RON,12,bills,1,0
484.99,5206.06,RON,20,subscription,2,0
373.0,5971.52,EUR,19,transfer,1,0
245.75,5648.8,USD,15,bills,1,0
40.46,3126.55,EUR,21,shopping,3,0
2.4,6842.88,RON,14,bills,3,0
141.05,6328.8,RON,18,subscription,2,0
17.68,4029.79,RON,15,subscription,3,0
113.43,5646.53,RON,12,bills,3,0
222.18,5390.46,USD,21,shopping,3,0
134.65,4384.85,RON,13,bills,1,0
193.4,3885.68,RON,20,bills,2,0
135.85,7392.76,RON,19,payment,2,0
41.01,2723.26,EUR,13,transfer,3,0
7.57,4775.61,RON,11,shopping,1,0
140.6,4081.94,EUR,16,transfer,1,0
67.76,4388.72,RON,15,bills,1,0
266.12,6794.07,RON,16,payment,3,0
23.13,5425.63,USD,20,subscription,2,0
29.84,3824.91,RON,11,subscription,0,0
8.99,4830.65,RON,16,payment,3,0
155.99,4626.24,RON,20,shopping,4,0
26.55,5304.23,RON,12,bills,2,0
1052.69,3647.29,RON,6,bills,3,0
367.77,6643.75,RON,7,payment,2,0
133.66,3709.07,RON,21,shopping,4,0
400.47,4155.5,RON,8,transfer,0,0
444.5,3103.0,RON,12,transfer,3,0
219.33,5893.52,USD,16,shopping,3,0
126.52,3696.07,EUR,7,shopping,4,0
16.48,5355.47,RON,18,subscription,3,0
66.04,4080.63,RON,18,bills,3,0
64.08,3373.63,RON,18,payment,4,0
4785.2,2490.35,USD,4,urgent transfer,5,1
25.77,6525.61,RON,12,shopping,1,0
657.31,6415.45,RON,18,payment,1,0
106.69,3515.57,RON,12,shopping,2,0
625.76,4669.36,RON,7,subscription,3,0
193.24,4415.92,EUR,8,subscription,1,0
189.08,3462.94,RON,7,bills,2,0
448.19,5318.19,RON,14,subscription,0,0
6366.04,2070.68,EUR,4,urgent transfer,4,1
620.98,3914.9,RON,21,transfer,1,0
35.96,5509.38,RON,17,bills,5,0
51.76,4823.87,RON,14,subscription,3,0
718.22,4711.02,USD,15,bills,1,0
159.63,6223.47,RON,13,shopping,2,0
35.96,4800.28,USD,13,payment,3,0
116.66,5746.04,USD,19,shopping,5,0
150.1,3923.16,RON,21,shopping,3,0
37.96,5617.21,EUR,16,transfer,1,0
165.24,4497.19,RON,7,subscription,3,0
542.58,5233.47,RON,8,subscription,3,0
849.44,4139.96,RON,21,payment,1,0
59.9,5895.9,RON,6,shopping,3,0
496.57,2954.9,USD,21,subscription,6,0
99.66,6363.82,EUR,7,subscription,3,0
169.29,4386.93,RON,13,transfer,2,0
587.21,4100.53,RON,14,bills,1,0
115.84,4942.66,RON,10,shopping,1,0
3177.71,1668.08,USD,3,unknown,6,1
388.0,4073.61,RON,13,payment,2,0
322.77,4750.83,RON,16,shopping,3,0
8.97,5212.26,RON,8,bills,2,0
111.92,7057.63,RON,10,transfer,1,0
58.03,3479.95,RON,20,shopping,2,0
58.73,1647.97,RON,21,payment,3,0
459.27,8433.16,USD,12,payment,2,0
211.58,6549.21,RON,21,shopping,1,0
10.82,4579.13,RON,14,transfer,1,0
30.08,4428.66,RON,14,shopping,2,0
422.5,5834.43,EUR,20,shopping,5,0
554.1,5419.52,RON,6,payment,2,0
176.46,4168.58,RON,17,subscription,2,0
155.45,2789.47,RON,8,shopping,3,0
5.87,6023.05,RON,11,transfer,6,0
200.03,4496.22,RON,11,payment,1,0
84.86,6224.41,EUR,16,payment,0,0
267.85,5231.72,EUR,19,bills,0,0
263.15,5766.32,RON,6,transfer,1,0
18.84,4374.75,RON,9,payment,2,0
127.11,4429.61,RON,20,payment,1,0
114.96,1596.25,RON,9,subscription,3,0
35.6,5741.06,RON,7,subscription,1,0
299.33,5915.15,RON,21,payment,0,0
278.48,4858.93,RON,8,bills,9,0
2.53,5466.67,RON,9,payment,5,0
120.55,3903.24,RON,11,subscription,3,0
575.19,2807.39,RON,9,shopping,4,0
92.98,3382.78,RON,13,transfer,1,0
161.08,5782.39,RON,11,subscription,4,0
95.89,2895.75,USD,10,subscription,3,0
547.34,8919.24,RON,13,shopping,1,0
289.6,3854.23,RON,15,bills,3,0
23.72,5928.93,RON,12,subscription,2,0
180.86,6300.43,EUR,21,shopping,6,0
214.14,5236.92,RON,9,shopping,4,0
221.88,5349.26,RON,11,transfer,1,0
245.81,4769.27,USD,11,transfer,2,0
0.45,4690.12,EUR,16,payment,0,0
155.03,4500.61,EUR,21,transfer,3,0
211.08,4793.64,RON,10,payment,3,0
148.1,4432.85,RON,15,subscription,2,0
157.53,4122.2,RON,18,transfer,3,0
249.57,6092.31,RON,19,bills,3,0
167.23,6647.73,RON,11,payment,2,0
57.6,4934.21,RON,18,shopping,1,0
157.9,7324.31,EUR,9,bills,3,0
56.96,6351.24,RON,12,shopping,2,0
40.77,3295.02,RON,7,bills,1,0
460.07,4703.59,EUR,13,payment,3,0
96.14,5924.26,RON,10,payment,2,0
42.5,6259.49,RON,19,shopping,1,0
76.27,3390.39,RON,10,transfer,4,0
16.47,5467.31,RON,12,shopping,1,0
100.0,7330.02,RON,14,shopping,0,0
189.52,6462.77,RON,15,bills,1,0
49.39,6265.3,RON,18,shopping,3,0
54.84,6841.27,EUR,10,subscription,2,0
13.72,4910.98,EUR,6,shopping,1,0
183.11,5949.15,RON,13,subscription,3,0
69.41,7171.97,RON,8,shopping,0,0
254.62,5182.17,RON,13,payment,2,0
227.37,2109.65,EUR,15,bills,1,0
86.21,3389.86,RON,8,bills,2,0
109.85,4268.87,RON,21,bills,3,0
727.32,7396.28,RON,15,subscription,2,0
111.88,4435.07,USD,19,shopping,2,0
109.48,3508.59,EUR,16,shopping,0,0
67.27,4191.69,RON,13,subscription,0,0
148.51,5531.84,RON,15,bills,3,0
77.08,7075.64,RON,17,payment,2,0
185.9,5764.74,RON,10,subscription,1,0
4441.06,2409.41,USD,1,urgent transfer,4,1
19.74,6214.22,USD,13,bills,2,0
37.22,6659.13,RON,9,bills,4,0
118.74,3809.62,EUR,20,payment,1,0
194.25,5622.38,EUR,12,transfer,1,0
125.23,5600.21,EUR,15,shopping,1,0
54.55,3572.4,RON,11,bills,2,0
19.32,6409.47,RON,10,shopping,2,0
169.35,4911.04,EUR,10,transfer,2,0
811.42,4387.74,USD,10,shopping,0,0
18.33,6062.83,USD,20,bills,4,0
416.52,3007.28,RON,20,shopping,0,0
28.92,5989.04,USD,15,payment,2,0
362.38,5544.18,USD,10,subscription,1,0
194.95,4222.25,RON,8,transfer,2,0
132.85,4827.12,RON,11,bills,4,0
377.54,4740.3,RON,11,subscription,0,0
260.08,4752.37,RON,6,bills,0,0
55.76,4130.65,USD,12,bills,4,0
309.82,4483.42,RON,12,bills,4,0
9.78,5977.46,RON,7,payment,3,0
551.81,4183.32,RON,8,subscription,4,0
36.39,5246.72,EUR,7,payment,3,0
593.27,3773.66,RON,8,transfer,3,0
161.52,4554.83,RON,6,subscription,2,0
27.59,2944.93,RON,10,subscription,5,0
136.56,4930.01,RON,17,shopping,0,0
215.61,3043.18,RON,20,subscription,3,0
314.7,6073.29,RON,20,shopping,3,0
50.98,4525.99,RON,21,transfer,0,0
285.22,4612.45,EUR,10,transfer,1,0
236.27,3385.43,RON,20,shopping,1,0
22.6,4290.0,RON,21,transfer,1,0
458.37,6515.23,RON,21,subscription,2,0
281.27,4326.79,RON,13,transfer,2,0
865.63,4772.09,USD,9,transfer,3,0
3.38,4219.41,EUR,17,bills,1,0
187.52,5606.11,EUR,20,transfer,3,0
131.43,5488.89,RON,17,payment,4,0
258.64,4245.22,EUR,20,transfer,1,0
265.83,3584.91,EUR,19,subscription,0,0
78.5,6602.3,RON,6,bills,0,0
125.2,4414.88,RON,20,shopping,0,0
99.52,4025.88,EUR,14,shopping,1,0
19.64,4764.48,RON,17,payment,0,0
69.24,5344.79,RON,7,bills,2,0
1012.62,6036.21,USD,8,bills,0,0
423.41,6446.55,EUR,17,bills,4,0
24.38,1879.05,EUR,6,shopping,1,0
24.73,4002.13,USD,17,subscription,2,0
9.7,5176.25,RON,7,subscription,1,0
2.98,2905.62,RON,14,transfer,2,0
1339.89,7573.76,RON,13,subscription,2,0
81.61,4662.64,RON,6,payment,1,0
73.07,5675.36,RON,13,payment,1,0
616.24,7399.73,RON,6,payment,4,0
58.76,4323.26,RON,18,transfer,1,0
102.11,2771.62,EUR,10,bills,6,0
195.95,3992.13,RON,14,payment,1,0
7.93,6202.99,RON,15,subscription,3,0
49.35,4051.49,RON,7,bills,1,0
23.82,5804.88,RON,6,subscription,1,0
6244.87,2191.4,USD,0,bonus,8,1
4570.57,2179.56,USD,4,crypto,4,1
145.84,5762.75,RON,15,transfer,3,0
165.97,4010.58,RON,10,subscription,3,0
43.76,7838.44,RON,7,subscription,1,0
310.3,4331.65,USD,14,transfer,2,0
545.49,3969.58,RON,21,transfer,1,0
43.67,4454.95,USD,15,shopping,1,0
815.61,1774.04,RON,12,bills,1,0
465.78,5782.19,RON,16,payment,3,0
241.19,4355.22,RON,8,bills,2,0
99.17,5544.07,RON,18,subscription,1,0
204.91,3474.97,EUR,7,transfer,1,0
29.08,3995.33,RON,20,payment,3,0
317.82,4853.93,RON,18,bills,1,0
131.16,2375.84,RON,10,shopping,5,0
84.66,4786.38,EUR,17,payment,0,0
77.94,5678.72,RON,6,transfer,3,0
911.44,6628.68,RON,7,subscription,0,0
151.4,3930.11,EUR,8,subscription,3,0
36.58,2583.75,RON,11,subscription,4,0
484.89,7114.95,RON,11,subscription,2,0
311.25,3946.79,RON,21,subscription,4,0
82.86,3441.94,RON,12,transfer,2,0
244.51,6309.65,RON,6,transfer,5,0
571.81,8218.77,RON,10,payment,3,0
113.72,3321.71,RON,6,transfer,3,0
59.72,7730.07,RON,6,subscription,1,0
829.99,6742.3,RON,7,subscription,4,0
141.36,5745.38,RON,15,subscription,1,0
41.77,6977.76,RON,20,shopping,3,0
171.98,5780.1,EUR,16,transfer,1,0
104.39,6554.94,EUR,19,bills,1,0
302.54,6144.85,RON,11,subscription,2,0
145.26,6293.64,EUR,11,payment,3,0
196.92,5066.41,RON,17,bills,1,0
419.97,4109.56,EUR,18,shopping,1,0
195.96,3264.8,USD,20,payment,0,0
605.75,2187.35,RON,18,subscription,0,0
72.52,5687.08,EUR,8,shopping,3,0
226.35,6381.88,RON,7,subscription,1,0
17.47,8866.71,RON,20,shopping,2,0
75.71,4130.51,RON,11,payment,3,0
344.31,4559.61,RON,17,subscription,1,0
225.66,6576.1,USD,17,transfer,2,0
212.29,5362.34,EUR,11,bills,1,0
168.86,1958.92,RON,12,subscription,1,0
44.07,4325.87,RON,7,payment,3,0
45.57,4790.96,RON,18,payment,2,0
230.17,6652.03,RON,19,subscription,0,0
99.88,3571.73,RON,12,transfer,0,0
17.26,6578.96,RON,14,shopping,0,0
123.56,2979.95,RON,9,bills,0,0
38.65,5245.27,USD,18,shopping,2,0
526.44,5537.16,EUR,6,subscription,4,0
96.54,6354.42,EUR,17,subscription,3,0
468.71,6478.24,RON,7,payment,3,0
172.51,4831.22,EUR,8,transfer,3,0
476.54,8051.98,RON,18,bills,2,0
3.74,8192.4,RON,10,bills,3,0
6946.73,1486.62,USD,1,urgent transfer,6,1
265.95,4063.6,RON,6,bills,3,0
182.84,2271.31,EUR,6,subscription,0,0
5426.65,2011.03,RON,3,bonus,7,1
298.62,5079.73,RON,6,subscription,3,0
234.58,4021.26,RON,11,shopping,3,0
98.61,5329.95,RON,21,payment,1,0
184.9,4262.79,RON,19,subscription,2,0
4853.36,1431.14,USD,1,bonus,7,1
157.61,6255.37,RON,14,payment,1,0
261.93,5313.04,USD,11,payment,0,0
236.29,5528.48,RON,8,bills,0,0
39.51,6262.12,RON,13,transfer,1,0
98.72,4486.15,USD,6,bills,2,0
479.61,8410.09,USD,18,subscription,3,0
462.61,4731.76,USD,15,shopping,2,0
144.99,5133.31,RON,20,transfer,1,0
228.05,5094.17,RON,14,shopping,4,0
8.21,4267.09,EUR,21,subscription,2,0
2.33,2017.41,EUR,8,bills,0,0
521.29,2769.52,RON,10,bills,3,0
67.64,5009.05,RON,19,bills,2,0
102.74,7774.9,RON,17,payment,1,0
97.85,4712.22,RON,7,payment,2,0
313.04,4130.71,USD,14,subscription,2,0
382.68,6421.07,RON,15,transfer,0,0
126.08,3709.91,RON,8,payment,1,0
77.85,1247.18,RON,15,subscription,1,0
2.23,5262.92,RON,13,payment,3,0
147.78,3619.56,RON,17,shopping,1,0
247.6,5690.69,EUR,9,bills,3,0
3.96,4591.61,RON,8,payment,2,0
153.96,5684.03,RON,15,transfer,5,0
52.69,4809.87,EUR,13,shopping,0,0
141.98,7030.25,RON,17,bills,2,0
35.73,3978.38,RON,16,subscription,1,0
4040.48,2911.46,USD,1,urgent transfer,3,1
317.36,7657.33,RON,18,transfer,4,0
155.17,4900.66,EUR,15,payment,2,0
530.03,5492.86,RON,19,transfer,1,0
91.39,5486.24,EUR,17,payment,3,0
137.32,6310.04,RON,16,transfer,4,0
137.03,2589.41,RON,20,payment,0,0
5254.97,2925.07,EUR,2,bonus,7,1
160.97,4501.41,EUR,20,transfer,3,0
56.51,5841.08,RON,11,shopping,1,0
43.88,3525.18,RON,10,subscription,3,0
4016.11,3088.73,EUR,3,unknown,3,1
467.72,5130.99,RON,6,payment,4,0
107.12,6336.8,RON,6,subscription,5,0
197.66,6611.76,RON,7,subscription,3,0
65.09,2846.84,EUR,14,bills,0,0
62.2,4679.8,RON,19,bills,1,0
667.47,5487.47,EUR,6,transfer,3,0
481.59,3451.47,EUR,20,transfer,4,0
71.02,3535.14,RON,12,payment,1,0
187.45,4347.47,RON,13,subscription,3,0
113.57,4286.32,USD,20,payment,5,0
2.29,6273.58,RON,11,subscription,1,0
323.19,4326.51,RON,6,subscription,1,0
233.89,4119.79,RON,8,bills,2,0
84.87,3186.19,USD,16,shopping,2,0
4.67,3092.67,RON,10,bills,5,0
448.14,5191.59,RON,20,payment,3,0
277.7,3754.37,EUR,15,transfer,4,0
86.76,4174.85,RON,18,subscription,3,0
54.21,4017.34,RON,12,shopping,4,0
58.97,5533.14,RON,8,shopping,2,0
138.73,5985.78,RON,16,payment,3,0
394.63,4467.48,RON,12,subscription,0,0
403.37,4714.25,EUR,9,transfer,2,0
83.66,3540.88,EUR,12,shopping,1,0
77.12,1510.28,USD,10,subscription,2,0
350.7,3135.7,RON,14,subscription,2,0
108.7,4566.39,RON,21,subscription,0,0
47.12,4789.78,RON,15,transfer,3,0
221.92,7428.11,RON,18,shopping,1,0
190.1,7706.05,EUR,14,shopping,1,0
68.62,5662.91,RON,8,transfer,2,0
4414.2,2056.59,USD,1,urgent transfer,3,1
171.59,5149.04,USD,8,bills,3,0
216.14,5748.64,RON,8,bills,0,0
50.25,5054.98,RON,18,bills,2,0
350.89,6025.85,EUR,20,transfer,2,0
95.49,4331.94,RON,9,subscription,2,0
234.81,5938.66,RON,15,subscription,2,0
50.09,5433.88,RON,6,shopping,2,0
173.88,3973.79,RON,6,shopping,1,0
52.81,5528.11,USD,18,bills,3,0
310.73,3675.39,RON,7,transfer,4,0
90.94,4021.35,EUR,18,subscription,2,0
96.36,3990.36,RON,14,subscription,5,0
39.79,7040.97,RON,9,payment,2,0
201.33,5598.23,RON,16,bills,2,0
470.27,926.5,EUR,21,bills,3,0
446.07,3107.42,RON,11,bills,2,0
43.84,3542.5,RON,21,subscription,3,0
65.42,5021.5,RON,14,payment,0,0
248.37,4525.44,RON,8,payment,4,0
253.52,6036.58,RON,18,subscription,3,0
6656.42,1753.92,RON,3,unknown,4,1
368.57,5973.05,RON,14,bills,1,0
182.9,4952.25,RON,15,subscription,2,0
68.15,4198.61,RON,14,bills,3,0
194.14,3500.33,RON,9,shopping,2,0
28.58,4523.06,USD,10,transfer,4,0
33.97,5755.22,RON,10,transfer,1,0
7.57,5136.12,RON,11,bills,4,0
211.05,5975.43,RON,17,bills,1,0
9.72,3417.31,RON,11,subscription,1,0
36.48,8156.8,USD,15,transfer,4,0
404.76,2805.1,RON,17,shopping,1,0
292.96,5035.89,RON,7,shopping,1,0
239.16,1895.95,EUR,14,subscription,3,0
270.0,5870.04,RON,7,transfer,2,0
48.19,3094.75,RON,10,bills,4,0
167.3,3618.02,EUR,9,subscription,3,0
138.64,2910.66,RON,8,shopping,1,0
555.81,2267.01,RON,20,bills,0,0
76.47,4849.25,RON,12,payment,1,0
102.62,6772.72,RON,9,payment,3,0
45.07,5000.75,RON,10,shopping,4,0
251.92,4255.66,RON,12,payment,2,0
5618.98,2489.97,USD,2,crypto,4,1
93.11,3796.74,RON,12,payment,4,0
85.92,6991.07,RON,16,shopping,2,0
11.05,3786.82,EUR,8,payment,2,0
22.41,6707.5,EUR,20,shopping,5,0
11.19,3777.93,RON,15,bills,3,0
144.95,6384.7,RON,13,payment,0,0
438.98,5378.18,RON,21,payment,1,0
4504.72,3276.7,RON,3,urgent transfer,4,1
255.54,5744.92,EUR,9,transfer,4,0
420.61,3638.75,RON,9,payment,2,0
666.82,3728.72,USD,16,payment,1,0
230.84,3856.92,EUR,17,subscription,1,0
846.38,4210.64,RON,15,bills,3,0
481.61,4720.7,USD,18,transfer,0,0
166.54,4305.94,RON,9,shopping,2,0
283.63,2711.18,RON,12,shopping,4,0
58.69,4411.66,RON,6,transfer,3,0
202.29,5502.14,RON,17,subscription,1,0
67.0,5256.63,RON,12,shopping,0,0
160.01,4690.6,RON,9,transfer,0,0
1.69,3239.85,RON,6,transfer,2,0
105.92,3179.13,EUR,20,shopping,2,0
266.46,3831.6,EUR,8,bills,0,0
40.78,6162.95,EUR,19,transfer,2,0
302.58,3594.43,RON,12,subscription,3,0
96.18,5634.51,RON,13,payment,1,0
5.64,4273.83,RON,15,bills,1,0
199.76,4659.02,RON,14,transfer,2,0
59.85,5785.07,RON,18,payment,2,0
203.8,4181.7,RON,19,transfer,2,0
74.89,6660.8,EUR,14,subscription,0,0
315.63,4917.92,USD,16,bills,4,0
15.21,4285.05,RON,13,shopping,1,0
32.8,4774.88,RON,13,transfer,1,0
52.37,4795.3,RON,21,payment,3,0
34.75,4485.14,USD,17,bills,2,0
66.62,5021.11,RON,12,transfer,2,0
10.29,4975.79,RON,21,payment,1,0
215.03,3586.15,RON,6,bills,3,0
146.99,4919.65,RON,6,bills,1,0
132.9,3258.28,RON,21,transfer,2,0
444.31,7296.54,RON,10,payment,3,0
55.23,2447.5,RON,13,transfer,3,0
118.52,5472.86,RON,9,payment,2,0
441.45,5987.27,EUR,18,transfer,2,0
6.98,5209.75,RON,18,subscription,1,0
365.03,4219.94,RON,10,subscription,1,0
203.79,7846.48,EUR,10,transfer,1,0
3.26,4219.45,EUR,11,subscription,0,0
107.27,4198.14,EUR,20,bills,0,0
53.88,5885.16,EUR,21,subscription,1,0
32.7,5654.85,USD,10,bills,0,0
93.88,6041.56,RON,19,payment,3,0
268.22,6320.23,RON,7,bills,3,0
55.14,4070.01,RON,20,bills,3,0
34.64,5434.25,RON,11,payment,1,0
18.87,5823.68,RON,18,payment,4,0
127.1,3587.6,EUR,9,shopping,5,0
251.9,6622.74,RON,16,shopping,2,0
369.19,4180.67,EUR,16,payment,3,0
85.84,8884.57,RON,6,bills,2,0
248.01,3144.9,EUR,14,subscription,2,0
258.7,6215.99,EUR,15,transfer,5,0
146.29,7314.07,EUR,17,subscription,1,0
6653.72,3048.44,USD,2,bonus,8,1
3317.5,2453.85,USD,2,lottery,3,1
160.07,4655.89,RON,12,bills,1,0
24.73,4325.89,RON,19,bills,2,0
396.6,4249.81,EUR,21,shopping,3,0
119.52,4128.63,RON,6,transfer,0,0
314.03,6033.59,EUR,17,payment,5,0
10.2,5544.2,EUR,13,bills,3,0
323.71,3731.12,RON,8,payment,2,0
32.85,4638.34,EUR,20,shopping,2,0
1266.86,6589.2,RON,14,transfer,2,0
691.14,4208.08,RON,12,shopping,3,0
549.22,5746.22,EUR,17,subscription,0,0
531.78,5908.13,USD,9,transfer,1,0
199.92,3931.77,RON,7,payment,3,0
7.85,4987.13,RON,15,payment,1,0
77.54,4853.01,RON,9,payment,4,0
5099.59,1816.35,EUR,1,urgent transfer,6,1
149.71,4324.56,EUR,18,bills,1,0
71.52,6735.22,RON,11,shopping,2,0
102.41,4053.71,RON,15,bills,0,0
81.83,5110.18,RON,18,bills,2,0
32.43,5713.86,USD,10,shopping,0,0
131.26,5034.49,EUR,13,transfer,0,0
490.6,4174.41,RON,17,transfer,3,0
165.93,6884.03,USD,9,transfer,0,0
9.71,4530.21,RON,12,subscription,1,0
202.51,5421.77,EUR,9,shopping,0,0
319.77,6865.94,EUR,6,subscription,2,0
276.15,6853.85,RON,14,shopping,3,0
5112.73,2563.71,USD,3,bonus,6,1
435.7,5291.83,EUR,21,shopping,0,0
4600.36,2177.71,EUR,4,unknown,6,1
126.61,3276.06,EUR,6,bills,5,0
436.65,6732.77,RON,12,transfer,3,0
763.87,5536.19,RON,19,subscription,4,0
114.37,4594.37,RON,13,transfer,2,0
77.82,3597.31,USD,18,subscription,2,0
153.33,6922.43,RON,19,transfer,1,0
0.63,7157.12,RON,13,shopping,1,0
